5.846852994,0
5.846852994,0
5.934119457,1.570796327
5.934119457,3.926990817
5.846852994,3.926990817
5.846852994,4.71238898
5.846852994,0
5.846852994,1.570796327
5.846852994,2.35619449
5.846852994,3.141592654
5.846852994,4.71238898
5.846852994,0
5.881759579,1.570796327
5.881759579,0
6.195918845,1.570796327
5.846852994,3.141592654
0,4.71238898
0,5.846852994
6.195918845,0
6.195918845,1.570796327
0,1.570796327
0.523598776,1.570796327
0.436332313,0
0.436332313,1.570796327
0,3.141592654
0,4.71238898
0,0
0.087266463,1.570796327
0.174532925,3.141592654
0.523598776,4.71238898
0.698131701,0
0.523598776,0.785398163
0.523598776,3.141592654
0.523598776,4.71238898
0.523598776,0
0.523598776,1.570796327
0.523598776,3.141592654
0.523598776,4.71238898
0.698131701,0
0.785398163,0
0.785398163,1.570796327
0.872664626,3.141592654
1.047197551,3.141592654
1.221730476,1.570796327
1.308996939,1.570796327
1.396263402,2.35619449
1.570796327,3.141592654
1.745329252,1.570796327
1.745329252,3.141592654
1.919862177,4.71238898
1.919862177,0
1.919862177,1.570796327
1.919862177,2.443460953
1.919862177,3.141592654
2.094395102,3.141592654
2.268928028,3.141592654
2.35619449,3.926990817
2.443460953,4.71238898
3.141592654,4.71238898
3.316125579,4.71238898
3.141592654,3.141592654
3.141592654,1.570796327
3.316125579,0
3.316125579,1.570796327
3.141592654,3.141592654
3.141592654,4.71238898
3.141592654,4.71238898
3.490658504,5.497787144
3.926990817,5.497787144
4.01425728,0
3.926990817,1.570796327
3.926990817,3.141592654
3.752457892,3.926990817
3.926990817,4.71238898
3.926990817,3.316125579
3.926990817,4.71238898
4.537856055,0
4.625122518,0
4.71238898,4.71238898
4.71238898,3.141592654
4.71238898,1.570796327
4.71238898,0
4.71238898,4.71238898
4.71238898,0
4.886921906,0
4.886921906,4.71238898
4.886921906,3.141592654
4.886921906,4.71238898
4.886921906,0
5.061454831,0
5.497787144,0.785398163
5.846852994,1.570796327
5.846852994,3.141592654
5.846852994,4.71238898
5.846852994,0
5.846852994,1.570796327
5.934119457,3.141592654
5.846852994,4.71238898
5.759586532,0
5.934119457,0
5.846852994,4.71238898
5.934119457,4.71238898
5.934119457,0
5.846852994,1.396263402
5.934119457,1.570796327
6.108652382,1.570796327
5.934119457,3.141592654
5.934119457,4.71238898
5.934119457,0
5.934119457,1.570796327
5.934119457,3.141592654
5.934119457,4.71238898
5.934119457,0
6.021385919,2.35619449
5.846852994,3.752457892
5.846852994,4.71238898
5.934119457,4.71238898
5.846852994,0
5.846852994,0.785398163
6.108652382,1.570796327
6.021385919,0
6.021385919,4.71238898
6.108652382,3.141592654
6.195918845,1.570796327
0,0
0,4.71238898
0.174532925,0
0.174532925,1.570796327
0.610865238,2.35619449
0.785398163,3.141592654
0.872664626,3.141592654
0.785398163,1.570796327
0.785398163,3.141592654
0.785398163,4.71238898
0.785398163,3.141592654
0.785398163,1.570796327
0.872664626,0
0.872664626,4.71238898
0.872664626,3.141592654
0.959931089,1.570796327
1.047197551,0
1.221730476,1.570796327
1.570796327,3.141592654
1.745329252,4.71238898
1.570796327,4.71238898
1.570796327,0
1.570796327,1.570796327
